id,doi,title,author,year,keywords,venue,abstract,model_answer,model_explanation,version
8334,10.1007/978-981-10-2738-3_16,Credibility assessment of public pages over Facebook,Agrawal H.; Kaushal R.,2016,Credibility; Facebook; Machine learning algorithms; Online social media; Public pages; Unrelated content,Communications in Computer and Information Science,"With the growing use of online social media and presence of users on many such platforms, their interaction with social networks is huge. They are free to spread wrong information without any accuracy, integrity and authenticity checkpoints masquerading as legitimate content. All these wrong, unrelated, unwanted, manipulated information are distributed for some hidden reasons. Even, their distribution network is not limited to one social media platform. Sometimes, they use the social network as a market place either for advertising, promotion of particular website, product and an application. But these advertisements do not provide any incentive to Facebook as this content is just spam, irrelevant for Facebook. Dissemination of unwanted, unrelated information has become a huge problem not only on blog, discussion forum but also on online social network like Facebook. Due to lack of marking over content posted, this information become online and reader has no barometer to check either the credibility of commenter or poster or the credibility of facts. To address these issues, we have derived an equation to weigh the credibility of public pages and applied machine learning algorithms (MLA) over collected data to validate our prediction. © Springer Nature Singapore Pte Ltd. 2016.",Yes,"The paper titled ""Credibility assessment of public pages over Facebook"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer-reviewed publication in the Communications in Computer and Information Science series, indicating that it is a legitimate publication type. The paper directly investigates credibility assessment of public pages on Facebook using machine learning algorithms (MLA) in the context of fact-checking, specifically addressing issues related to the dissemination of unwanted or unrelated information. Furthermore, the study derives an equation to weigh the credibility of public pages and applies MLA over collected data to validate its prediction, which contributes to the understanding of how to evaluate truthfulness in this domain through a conceptual framework for credibility assessment. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact-checking.",prompt-CoT
5445,10.1145/3407194,Early Detection of Social Media Hoaxes at Scale,"Zubiaga, Arkaitz and Jiang, Aiqi",2020,"veracity classification, social media, hoax detection, Datasets",ACM Trans. Web,"The unmoderated nature of social media enables the diffusion of hoaxes, which in turn jeopardises the credibility of information gathered from social media platforms. Existing research on automated detection of hoaxes has the limitation of using relatively small datasets, owing to the difficulty of getting labelled data. This, in turn, has limited research exploring early detection of hoaxes as well as exploring other factors such as the effect of the size of the training data or the use of sliding windows. To mitigate this problem, we introduce a semi-automated method that leverages the Wikidata knowledge base to build large-scale datasets for veracity classification, focusing on celebrity death reports. This enables us to create a dataset with 4,007 reports including over 13M tweets, 15% of which are fake. Experiments using class-specific representations of word embeddings show that we can achieve F1 scores nearing 72% within 10 minutes of the first tweet being posted when we expand the size of the training data following our semi-automated means. Our dataset represents a realistic scenario with a real distribution of true, commemorative, and false stories, which we release for further use as a benchmark in future research.",Yes,"The paper titled ""Early Detection of Social Media Hoaxes at Scale"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer-reviewed journal article, as indicated by its publication in ACM Trans. Web, indicating that it is a legitimate publication type. The paper directly investigates early detection of social media hoaxes, specifically focusing on veracity classification and leveraging a semi-automated method to build large-scale datasets for this purpose in the context of fact-checking. Furthermore, the study includes evaluation metrics such as F1 scores, which contributes to the understanding of how to evaluate truthfulness in this domain. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact-checking.",prompt-CoT
9835,10.1162/COLI_a_00096,Are you sure that this happened? assessing the factuality degree of events in text,"Saur\'{\i}, Roser and Pustejovsky, James",2012,,Comput. Linguist.,"Identifying the veracity, or factuality, of event mentions in text is fundamental for reasoning about eventualities in discourse. Inferences derived from events judged as not having happened, or as being only possible, are different from those derived from events evaluated as factual. Event factuality involves two separate levels of information. On the one hand, it deals with polarity, which distinguishes between positive and negative instantiations of events. On the other, it has to do with degrees of certainty (e.g., possible, probable), an information level generally subsumed under the category of epistemic modality. This article aims at contributing to a better understanding of how event factuality is articulated in natural language. For that purpose, we put forward a linguistic-oriented computational model which has at its core an algorithm articulating the effect of factuality relations across levels of syntactic embedding. As a proof of concept, this model has been implemented in De Facto, a factuality profiler for eventualities mentioned in text, and tested against a corpus built specifically for the task, yielding an F1 of 0.70 (macro-averaging) and 0.80 (micro-averaging). These two measures mutually compensate for an over-emphasis present in the other (either on the lesser or greater populated categories), and can therefore be interpreted as the lower and upper bounds of the De Facto's performance.",Yes,"The paper titled ""Are you sure that this happened? assessing the factuality degree of events in text"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer-reviewed journal article, as indicated by its publication in Comput. Linguist., indicating that it is a legitimate publication type. The paper directly investigates the assessment of event factuality in text, specifically focusing on the articulation of factuality relations across levels of syntactic embedding, in the context of fact-checking. Furthermore, the study includes evaluation metrics such as F1-score (macro-averaging and micro-averaging), which contributes to the understanding of how to evaluate truthfulness in this domain. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact-checking.",prompt-CoT
840,10.1007/s11042-023-17115-w,Fake news detection using dual BERT deep neural networks,Farokhian M.; Rafe V.; Veisi H.,2024,BERT; Fake news detection; MaxWorth; MWPBert; Transfer learning; Transformers,Multimedia Tools and Applications,"Fake news is a growing challenge for social networks and media. Detection of fake news always has been a problem for many years, but the evolution of social networks and increasing speed of news dissemination in recent years has been considered again. There are several approaches to solving this problem, one of which is to detect fake news based on its text style using deep neural networks. In recent years, transfer learning with transformers is one of the most used forms of deep neural networks for natural language processing. BERT is one of the most promising transformers that outperforms other models in many NLP benchmarks. In this article, we introduce MWPBert, which uses two parallel BERT networks to perform veracity detection on full-text news articles. One of the BERT networks encodes news headline, and another encodes news bodies. Since the input length of the BERT network is limited and constant and the news body is usually a long text, we cannot feed the whole text into the BERT. Therefore, using the MaxWorth algorithm, we selected the part of the news text that is more valuable for fact-checking, and fed it into the BERT network. Finally, we encode the output of the two BERT networks to an output network to classify the news. The experiment results showed that the proposed model outperformed previous models regarding accuracy and other performance measures. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2023.",Yes,"The paper titled ""Fake news detection using dual BERT deep neural networks"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer-reviewed journal article, indicating that it is a legitimate publication type. The paper directly investigates the use of dual BERT deep neural networks for veracity detection in the context of fact-checking. Furthermore, the study includes evaluation metrics such as accuracy and other performance measures, which contributes to the understanding of how to evaluate truthfulness in this domain. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact-checking.",prompt-CoT
5965,10.1371/journal.pone.0237144,Predictive modeling for trustworthiness and other subjective text properties in online nutrition and health communication,Kauttonen J.; Hannukainen J.; Tikka P.; Suomala J.,2020,,PLoS ONE,"While the internet has democratized and accelerated content creation and sharing, it has also made people more vulnerable to manipulation and misinformation. Also, the received information can be distorted by psychological biases. This is problematic especially in health-related communications which can greatly affect the quality of life of individuals. We assembled and analyzed 364 texts related to nutrition and health from Finnish online sources, such as news, columns and blogs, and asked non-experts to subjectively evaluate the texts. Texts were rated for their trustworthiness, sentiment, logic, information, clarity, and neutrality properties. We then estimated individual biases and consensus ratings that were used in training regression models. Firstly, we found that trustworthiness was significantly correlated to the information, neutrality and logic of the texts. Secondly, individual ratings for information and logic were significantly biased by the age and diet of the raters. Our best regression models explained up to 70% of the total variance of consensus ratings based on the low-level properties of texts, such as semantic embeddings, presence of keyterms and part-of-speech tags, references, quotes and paragraphs. With a novel combination of crowdsourcing, behavioral analysis, natural language processing and predictive modeling, our study contributes to the automated identification of reliable and high-quality online information. While critical evaluation of truthfulness cannot be surrendered to the machine only, our findings provide new insights into automated evaluation of subjective text properties and analysis of morphologically-rich languages in regards to trustworthiness. © 2020 Kauttonen et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",Yes,"The paper titled ""Predictive modeling for trustworthiness and other subjective text properties in online nutrition and health communication"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer-reviewed journal article, as indicated by its publication in PLoS ONE, indicating that it is a legitimate publication type. The paper directly investigates the evaluation of trustworthiness and other subjective text properties in online health communication, which is relevant to the context of fact-checking and misinformation detection. Furthermore, the study includes regression models and metrics such as variance explanation (up to 70% of the total variance of consensus ratings), which contributes to the understanding of how to evaluate truthfulness in this domain. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact-checking.",prompt-CoT
2365,10.1080/17512786.2021.1965905,Verification of News Video Content: Findings from a Study of Journalism Students,Giomelakis D.; Papadopoulou O.; Papadopoulos S.; Veglis A.,2023,fact-checking; News content; online misinformation; social media; user-generated content; verification practice; video verification,Journalism Practice,"The rapid spread of misinformation online has been deemed as a growing problem in the current digital media environment with significant impact both on journalism and on society at large. As news practitioners are increasingly challenged by information overload and the need to process huge volumes of unstructured and unfiltered data within a very short time span, the veracity of online and User-Generated Content (UGC) and its spread through social media and video platforms has been identified as a key concern. This study aims to extend the body of knowledge on the verification of news video content, derived from social media platforms. Using a web-based tool that analyses the online context around a video post and presents a number of verification signals, a set of fake and real news videos coming from YouTube and Facebook were examined by a sample of journalism students (N = 90) regarding their veracity. A sample of professional journalists (N = 17) was also used for qualitative comparison purposes and additional results. The results of the study highlight the significance of online context as well as the efficacy of a semi-automated process in the verification of video content and journalism practice, in conjunction with useful verification features and practices. © 2021 Informa UK Limited, trading as Taylor & Francis Group.",Yes,"The paper titled ""Verification of News Video Content: Findings from a Study of Journalism Students"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer-reviewed journal article, indicating that it is a legitimate publication type. The paper directly investigates the verification of news video content derived from social media platforms in the context of fact-checking. Furthermore, the study includes an examination of verification signals and the efficacy of a semi-automated process, which contributes to the understanding of how to evaluate truthfulness in this domain. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact-checking.",prompt-CoT
1959,10.1145/3539597.3570478,Mining User-aware Multi-relations for Fake News Detection in Large Scale Online Social Networks,"Su, Xing and Yang, Jian and Wu, Jia and Zhang, Yuchen",2023,"fake news detection, large scale social networks, multi-relations",Proceedings of the Sixteenth ACM International Conference on Web Search and Data Mining,"Users' involvement in creating and propagating news is a vital aspect of fake news detection in online social networks. Intuitively, credible users are more likely to share trustworthy news, while untrusted users have a higher probability of spreading untrustworthy news. In this paper, we construct a dual-layer graph (i.e., news layer and user layer) to extract multi-relations of news and users in social networks to derive rich information for detecting fake news. Based on the dual-layer graph, we propose a fake news detection model Us-DeFake. It learns the propagation features of news in the news layer and the interaction features of users in the user layer. Through the inter-layer in the graph, Us-DeFake fuses the user signals that contain credibility information into the news features, to provide distinctive user-aware embeddings of news for fake news detection. The training process conducts on multiple dual-layer subgraphs obtained by a graph sampler to scale Us-DeFake in large scale social networks. Extensive experiments on real-world datasets illustrate the superiority of Us-DeFake which outperforms all baselines, and the users' credibility signals learned by interaction relation can notably improve the performance of our model.",Yes,"The paper titled ""Mining User-aware Multi-relations for Fake News Detection in Large Scale Online Social Networks"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer-reviewed conference proceeding, indicating that it is a legitimate publication type. The paper directly investigates fake news detection in large-scale online social networks through the construction of a dual-layer graph and the proposal of a fake news detection model called Us-DeFake, in the context of fact-checking. Furthermore, the study includes evaluation metrics through extensive experiments on real-world datasets to illustrate the superiority of Us-DeFake, which contributes to the understanding of how to evaluate truthfulness in this domain. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact-checking.",prompt-CoT
9448,10.1145/2492517.2492574,Determining credibility from social network structure,"Briscoe, Erica J. and Appling, D. Scott and Mappus, Rudolph L. and Hayes, Heather",2013,"trust, structural properties, social networks, social media, human experimentation, ego-centric networks, credibility",Proceedings of the 2013 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining,"The increasing proliferation of social media results in users that are forced to ascertain the truthfulness of information that they encounter from unknown sources using a variety of indicators (e.g. explicit ratings, profile information, etc.). Through human-subject experimentation with an online social network-style platform, our study focuses on the determination of credibility in ego-centric networks based on subjects observing social network properties such as degree centrality and geodesic distance. Using manipulated social network graphs, we find that corroboration and degree centrality are most utilized by subjects as indicators of credibility. We discuss the implications of the use of social network graph structural properties and use principal components analysis to visualize the reduced dimensional space.",Yes,"The paper titled ""Determining credibility from social network structure"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer-reviewed conference proceeding, indicating that it is a legitimate publication type. The paper directly investigates the determination of credibility in ego-centric networks based on social network properties such as degree centrality and geodesic distance in the context of fact-checking. Furthermore, the study includes an experimental approach with principal components analysis to visualize the reduced dimensional space, which contributes to the understanding of how to evaluate truthfulness in this domain. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact-checking.",prompt-CoT
6821,,MultIFC: A real-world multi-domain dataset for evidence-based fact checking of claims,Augenstein I.; Lioma C.; Wang D.; Lima L.C.; Hansen C.; Hansen C.; Simonsen J.G.,2019,,"EMNLP-IJCNLP 2019 - 2019 Conference on Empirical Methods in Natural Language Processing and 9th International Joint Conference on Natural Language Processing, Proceedings of the Conference","We contribute the largest publicly available dataset of naturally occurring factual claims for the purpose of automatic claim verification. It is collected from 26 fact checking websites in English, paired with textual sources and rich metadata, and labelled for veracity by human expert journalists. We present an in-depth analysis of the dataset, highlighting characteristics and challenges. Further, we present results for automatic veracity prediction, both with established baselines and with a novel method for joint ranking of evidence pages and predicting veracity that outperforms all baselines. Significant performance increases are achieved by encoding evidence, and by modelling metadata. Our best-performing model achieves a Macro F1 of 49.2%, showing that this is a challenging testbed for claim veracity prediction. © 2019 Association for Computational Linguistics",Yes,"The paper titled ""MultIFC: A real-world multi-domain dataset for evidence-based fact checking of claims"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer-reviewed conference proceeding, as indicated by its publication at the 2019 Conference on Empirical Methods in Natural Language Processing and 9th International Joint Conference on Natural Language Processing, indicating that it is a legitimate publication type. The paper directly investigates automatic claim verification and veracity prediction in the context of fact-checking. Furthermore, the study includes evaluation metrics such as Macro F1 score, which contributes to the understanding of how to evaluate truthfulness in this domain. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact-checking.",prompt-CoT
7471,,Fact checking in community forums,Mihaylova T.; Nakov P.; Màrquez L.; Barrón-Cedeño A.; Mohtarami M.; Karadzhov G.; Glass J.,2018,,"32nd AAAI Conference on Artificial Intelligence, AAAI 2018","Community Question Answering (cQA) forums are very popular nowadays, as they represent effective means for communities around particular topics to share information. Unfortunately, this information is not always factual. Thus, here we explore a new dimension in the context of cQA, which has been ignored so far: checking the veracity of answers to particular questions in cQA forums. As this is a new problem, we create a specialized dataset for it. We further propose a novel multi-faceted model, which captures information from the answer content (what is said and how), from the author profile (who says it), from the rest of the community forum (where it is said), and from external authoritative sources of information (external support). Evaluation results show a MAP value of 86.54, which is 21 points absolute above the baseline. Copyright © 2018, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved.",Yes,"The paper titled ""Fact checking in community forums"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer-reviewed conference proceeding, as indicated by its presentation at the 32nd AAAI Conference on Artificial Intelligence, AAAI 2018, which suggests that it is a legitimate publication type focusing on truthfulness assessment. The paper directly investigates fact-checking in community forums, specifically checking the veracity of answers to particular questions, in the context of fact-checking. Furthermore, the study includes evaluation metrics, such as a MAP value of 86.54, which contributes to the understanding of how to evaluate truthfulness in this domain. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact-checking.",prompt-CoT
6877,,"DeFactoNLP: Fact Verification using Entity Recognition, TFIDF Vector Comparison and Decomposable Attention","['Fatemeh Torabi Asr', 'Maite Taboada']",2018,,,"Misinformation detection at the level of full news articles is a text classification problem. Reliably labeled data in this domain is rare. Previous work relied on news articles collected from so-called “reputable” and “suspicious” websites and labeled accordingly. We leverage fact-checking websites to collect individually-labeled news articles with regard to the veracity of their content and use this data to test the cross-domain generalization of a classifier trained on bigger text collections but labeled according to source reputation. Our results suggest that reputation-based classification is not sufficient for predicting the veracity level of the majority of news articles, and that the system performance on different test datasets depends on topic distribution. Therefore collecting well-balanced and carefully-assessed training data is a priority for developing robust misinformation detection systems.",Yes,"The paper titled ""DeFactoNLP: Fact Verification using Entity Recognition, TFIDF Vector Comparison and Decomposable Attention"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, although the specific venue type is not provided, the context suggests it is a peer-reviewed publication, indicating that it is a legitimate publication type focused on truthfulness assessment. The paper directly investigates fact verification and misinformation detection in the context of fact-checking, using techniques such as entity recognition, TFIDF vector comparison, and decomposable attention. Furthermore, the study implies an evaluation of its method through cross-domain generalization tests and discussions on system performance, which contributes to the understanding of how to assess truthfulness in this domain. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact-checking.",prompt-CoT
3462,10.1108/ILS-09-2021-0084,Information source and content: articulating two key concepts for information evaluation,Vamanu I.; Zak E.,2022,Conspiracy theories; Content soundness; Disinformation; Information evaluation; Information literacy,Information and Learning Science,"Purpose: Learning how to identify and avoid inaccurate information, especially disinformation, is essential for any informational consumer. Many information literacy tools specify criteria that can help users evaluate information more efficiently and effectively. However, the authors of these tools do not always agree on which criteria should be emphasized, what they mean or why they should be included in the tool. This study aims to clarify two such criteria (source credibility and soundness of content), which evolutionary cognitive psychology research emphasize. This paper uses them as a basis for building a question-based evaluation tool and draws implications for information literacy programs. Design/methodology/approach: This paper draws on cross-disciplinary scholarship (in library and information science, evolutionary cognitive psychology and rhetoric studies) to explore 15 approaches to information evaluation which conceptualizes source credibility and content soundness, two markers of information accuracy. This paper clarifies these two concepts, builds two sets of questions meant to elicit empirical indicators of information accuracy and deploys them against a recent piece of journalism which embeds a conspiracy theory about the origins of the COVID-19 pandemic. This paper shows how the two standards can help us determine that the article is misleading. This paper draws implications for information literacy programs. Findings: The meanings of and relationships between source credibility and content soundness often diverge across the 15 approaches to information evaluation this paper analyzed. Conceptual analysis allowed the authors to articulate source credibility in terms of authority and trustworthiness, and content soundness in terms of plausibility and evidential support. These conceptualizations allow the authors to formulate two respective sets of appropriate questions, the answers to which are meant to function as empirical indicators for the two standards. Deploying this instrument provides us with the opportunity to understand why a certain article discussing COVID-19 is misleading. Originality/value: By articulating source credibility and content soundness as the two key criteria for evaluating information, together with guiding questions meant to elicit empirical indicators for them, this paper streamlines the process through which information users can judge the likelihood that a piece of information they encounter is accurate. © 2022, Emerald Publishing Limited.",Yes,"The paper titled ""Information source and content: articulating two key concepts for information evaluation"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer-reviewed journal article, as indicated by its publication in ""Information and Learning Science"", indicating that it is a legitimate publication type. The paper directly investigates the concepts of source credibility and content soundness in the context of information evaluation and fact-checking, specifically aiming to clarify these criteria for identifying and avoiding inaccurate information. Furthermore, the study contributes a conceptual framework for evaluating truthfulness by articulating source credibility in terms of authority and trustworthiness, and content soundness in terms of plausibility and evidential support, providing guiding questions meant to elicit empirical indicators for these standards. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact-checking.",prompt-CoT
5690,10.1109/IJCNN48605.2020.9207477,A Deep Transfer Learning Approach for Fake News Detection,Saikh T.; Haripriya B.; Ekbal A.; Bhattacharyya P.,2020,Deep Transfer Learning; Fake News; Stance Detection; Text Entailment; Title-Body Consistency,Proceedings of the International Joint Conference on Neural Networks,"Fake or incorrect or miss-information detection has nowadays attracted attention to the researchers and developers because of the huge information overloaded in the web. This problem can be considered as equivalent to lie detection, truthfulness identification or stance detection. In our particular work, we focus on deciding whether the title of a news is consistent with its body text- a problem equivalent to fake information identification. In this paper, we propose a deep transfer learning approach where the problem of detecting title-body consistency is posed from the viewpoint of Textual Entailment (TE) where the title is considered as a hypothesis and news body is treated as a premise. The idea is to decide whether the body infers the title or not. Evaluation on the existing benchmark datasets, namely Fake News Challenge (FNC) dataset (released in Fake News Challenge Stage 1 (FNC-I): Stance Detection) show the efficacy of our proposed approach in comparison to the state-of-the-art systems. © 2020 IEEE.",Yes,"The paper titled ""A Deep Transfer Learning Approach for Fake News Detection"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer-reviewed conference proceeding, as indicated by its publication in the Proceedings of the International Joint Conference on Neural Networks, indicating that it is a legitimate publication type. The paper directly investigates the detection of title-body consistency in news articles, equivalent to fake information identification, in the context of fact-checking. Furthermore, the study includes evaluation on existing benchmark datasets, such as the Fake News Challenge (FNC) dataset, and compares its approach to state-of-the-art systems, which contributes to the understanding of how to evaluate truthfulness in this domain. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact-checking.",prompt-CoT
3455,10.1007/978-3-031-19682-9_4,Understanding Users’ Deepfake Video Verification Strategies,Goh D.H.-L.; Lee C.S.; Chen Z.; Kuah X.W.; Pang Y.L.,2022,Authenticity; Deepfake videos; Identification; User study; Verification strategies,Communications in Computer and Information Science,"Deepfakes are synthetically generated media that pose as actual video recordings, and are a potential source of fake news or disinformation. Consequently, the ability to detect them is imperative. Although research has been done in creating algorithms for automatic detection, there is little work conducted on how users identify deepfakes. Hence, the present paper fills this gap with a user study. Through semi-structured interviews, participants were asked to identify real and deepfake videos, and explain how they arrived at their conclusions. Seven verification strategies emerged, with the most popular being the use of subtle indictors in the videos suggesting the presence of imperfections. The use of one’s social circle to verify a video was the least used. Surprisingly, only half our participants could correctly identify all the videos they watched. Deepfake videos that seemed to portray believable content or were of high quality made participants think they were real. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.",Yes,"The paper titled ""Understanding Users’ Deepfake Video Verification Strategies"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer-reviewed conference proceeding, indicating that it is a legitimate publication type. The paper directly investigates user strategies for verifying deepfake videos in the context of fact-checking and misinformation detection. Furthermore, although the study does not explicitly mention evaluation metrics like accuracy or precision, it contributes to the understanding of how users evaluate truthfulness through verification strategies, which can be seen as a conceptual framework for assessing veracity in the context of deepfake video identification. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact-checking by exploring human-driven techniques for detecting deepfakes, a critical aspect of misinformation detection.",prompt-CoT
5695,10.1109/RAICS51191.2020.9332508,Belief Index for Fake COVID19 Text Detection,Panja S.; James A.P.,2020,Belief Index; Cosine Similarity; CoVid-19; Fake news; Jaccard Similarity; TF-IDF,"2020 IEEE Recent Advances in Intelligent Computational Systems, RAICS 2020","An increase in news articles on various communication platforms or social media has resulted in higher possibilities of spread of non-factual or fake information. The overall volume and veracity of news makes it even more impossible to manually fact check each data and label them as true or false. Under such circumstances, we propose a belief index generator model that quantifies the belief to be associated with any random information making use of text analytic proximity measures. In the initial feature engineering, we use a modified TF-IDF algorithm. Post generation of word embeddings, various distance measures have been proposed and compared as possible belief scores. The analysis has been carried out using 50K research articles on CoVid-19 to validate truths and The CoronaVirusFacts/DatosCoronaVirus Alliance Database to validate falsities in random CoVid related information. © 2020 IEEE.",Yes,"The paper titled ""Belief Index for Fake COVID19 Text Detection"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer-reviewed conference proceeding, as indicated by its publication in the 2020 IEEE Recent Advances in Intelligent Computational Systems (RAICS 2020), indicating that it is a legitimate publication type. The paper directly investigates automated techniques for detecting fake COVID-19 text using a belief index generator model and various distance measures such as Cosine Similarity and Jaccard Similarity, in the context of fact-checking. Furthermore, the study implies the use of evaluation metrics through its comparison of different distance measures as possible belief scores and validation against datasets like The CoronaVirusFacts/DatosCoronaVirus Alliance Database, which contributes to the understanding of how to evaluate truthfulness in this domain. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact-checking.",prompt-CoT
5382,10.1145/3358961.3358993,YAKUIN: personal content verifier in digital messaging,"Pacheco, Ana Laura Pacheco and Brena, Deysy Vania Garc\'{\i}a and Monterrosa, Natalia Trujillo and Sandoval, Carlos Alberto Mart\'{\i}nez",2020,"UCD-e, WhatsApp, bot, fake news, social network",Proceedings of the IX Latin American Conference on Human Computer Interaction,"The fake news, circulate since there is journalism, only now its speed, scope and consequences are broader, one of the most important challenges of the Internet is the veracity of the information. The following research offers a tool that identifies and regulates the proliferation of fake news as well as conversations that outline violence or harassment during the connection and access to platforms such as WhatsApp, Facebook and text messages, this being the most used. YAKUIN is a personal content verifier for WhatsApp that helps to investigate the origin of the news and affirm or discard facts from the real world.",Yes,"The paper titled ""YAKUIN: personal content verifier in digital messaging"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer-reviewed conference proceeding, indicating that it is a legitimate publication type. The paper directly investigates the development of a tool for identifying and regulating fake news on platforms like WhatsApp, which is directly related to fact-checking. Furthermore, although the abstract does not explicitly mention specific evaluation metrics, the study contributes to the understanding of how to evaluate truthfulness by proposing a personal content verifier that helps investigate the origin of news and affirm or discard facts from the real world, implying a conceptual framework for evaluating truthfulness in this domain. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact-checking.",prompt-CoT
8119,10.1145/2872518.2890095,Veracity and Velocity of Social Media Content during Breaking News: Analysis of November 2015 Paris Shootings,"Wiegand, Stefanie and Middleton, Stuart E.",2016,"credibility, natural language processing, news, semantics, social media, trust, user generated content, velocity, veracity",Proceedings of the 25th International Conference Companion on World Wide Web,"Social media sources are becoming increasingly important in journalism. Under breaking news deadlines semi-automated support for identification and verification of content is critical. We describe a large scale content-level analysis of over 6 million Twitter, You Tube and Instagram records covering the first 6 hours of the November 2015 Paris shootings. We ground our analysis by tracing how 5 ground truth images used in actual news reports went viral. We look at velocity of newsworthy content and its veracity with regards trusted source attribution. We also examine temporal segmentation combined with statistical frequency counters to identify likely eyewitness content for input to real-time breaking content feeds. Our results suggest attribution to trusted sources might be a good indicator of content veracity, and that temporal segmentation coupled with frequency statistical metrics could be used to highlight in real-time eyewitness content if applied with some additional text filters.",Yes,"The paper titled ""Veracity and Velocity of Social Media Content during Breaking News: Analysis of November 2015 Paris Shootings"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer-reviewed conference proceeding, indicating that it is a legitimate publication type. The paper directly investigates the veracity and velocity of social media content during breaking news events, specifically analyzing how trusted source attribution and temporal segmentation combined with statistical frequency counters can be used to identify likely eyewitness content, in the context of fact-checking. Furthermore, the study implies the use of metrics such as velocity of newsworthy content and its veracity with regards to trusted source attribution, which contributes to the understanding of how to evaluate truthfulness in this domain. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact-checking.",prompt-CoT
