pre_id,pre_source,pre_query,pre_doi,pre_url,pre_title,pre_author,pre_year,pre_keywords,pre_series,pre_venue,pre_location,pre_citations_number,pre_paper_type,pre_abstract,pre_model_answer,pre_model_explanation,pre_version,pre_raw_llm_output
1809,Scopus,/Fake News Truthfulness Detection,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204296286&partnerID=40&md5=ad4aa0cfad8514074e6594120b3b34b6,Natural Language-centered Inference Network for Multi-modal Fake News Detection,Zhang Q.; Liu J.; Zhang F.; Xie J.; Zha Z.-J.,2024,,,IJCAI International Joint Conference on Artificial Intelligence,,0.0,Conference paper,"The proliferation of fake news with image and text in the internet has triggered widespread concern.Existing research has made important contributions in cross-modal information interaction and fusion, but fails to fundamentally address the modality gap among news image, text, and news-related external knowledge representations.In this paper, we propose a novel Natural Language-centered Inference Network (NLIN) for multi-modal fake news detection by aligning multi-modal news content with the natural language space and introducing an encoder-decoder architecture to fully comprehend the news in-context.Specifically, we first unify multi-modal news content into textual modality by converting news images and news-related external knowledge into plain textual content.Then, we design a multimodal feature reasoning module, which consists of a multi-modal encoder, a unified-modal context encoder and an inference decoder with prompt phrase.This framework not only fully extracts the latent representation of cross-modal news content, but also utilizes the prompt phrase to stimulate the powerful in-context learning ability of the pre-trained large language model to reason about the truthfulness of the news content.In addition, to support the research in the field of multi-modal fake news detection, we produce a challenging large scale, multi-platform, multi-domain multi-modal Chinese Fake News Detection (CFND) dataset.Extensive experiments show that our CFND dataset is challenging and the proposed NLIN outperforms state-of-the-art methods. © 2024 International Joint Conferences on Artificial Intelligence. All rights reserved.",Yes,"The paper titled ""Natural Language-centered Inference Network for Multi-modal Fake News Detection"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer‑reviewed conference proceeding (IJCAI), indicating that it is a legitimate publication type. The paper directly investigates an automated technique— a Natural Language‑centered Inference Network— for assessing the truthfulness of news content in the context of multi‑modal fake news detection, which is a form of fact‑checking and misinformation detection. Moreover, the study proposes a novel encoder‑decoder architecture and a multimodal reasoning module that together constitute a conceptual framework for evaluating truthfulness, and it reports extensive experimental results that compare the proposed method against state‑of‑the‑art baselines, thereby providing quantitative evaluation of truthfulness assessment. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact‑checking.",prompt-CoT,"Yes

The paper titled ""Natural Language-centered Inference Network for Multi-modal Fake News Detection"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer‑reviewed conference proceeding (IJCAI), indicating that it is a legitimate publication type. The paper directly investigates an automated technique— a Natural Language‑centered Inference Network— for assessing the truthfulness of news content in the context of multi‑modal fake news detection, which is a form of fact‑checking and misinformation detection. Moreover, the study proposes a novel encoder‑decoder architecture and a multimodal reasoning module that together constitute a conceptual framework for evaluating truthfulness, and it reports extensive experimental results that compare the proposed method against state‑of‑the‑art baselines, thereby providing quantitative evaluation of truthfulness assessment. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact‑checking."
1812,Scopus,/Fake News Veracity Detection,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179944683&partnerID=40&md5=d756698a7a7e6a61d714af6897078377,Detecting Fake Information Dissemination using Leveraging Machine Learning and DRIMUX with B-LSTM,Kaneti V.R.; Venkatesan M.; Sharma H.; Bodhankar A.; Bajaj R.; Ganesh Kumar R.; Pokhariya H.S.; Deepak A.,2024,Accuracy; B-LSTM; DRIMUX; Fake Information Dissemination Detection; Machine Learning,,International Journal of Intelligent Systems and Applications in Engineering,,0.0,Article,"Information integrity and public confidence are seriously threatened by the rapid expansion of fake news and misinformation that has resulted from the online broadcast of information. This work focuses on the detection of fraudulent information propagation utilizing machine learning techniques and the Digital Reputation and Influence Measurement Unit (DRIMUX) in order to address this problem. The use of Bidirectional Long Short-Term Memory (B-LSTM) networks into the detection process is something we really advocate. B-LSTM enables the capture of contextual dependencies from both past and future time steps, enhancing the understanding of sequential data. Additionally, DRIMUX provides reputation and influence measurements to assess the credibility of information sources. Experimental analyses on various datasets reveal the promising performance of the suggested methodology, highlighting its potential in preventing the spread of false information and protecting the veracity of digital information. © 2024, Ismail Saritas. All rights reserved.",Yes,"The paper is written in English and appears as a journal article in the International Journal of Intelligent Systems and Applications in Engineering, indicating a peer‑reviewed venue. It directly investigates automated machine‑learning techniques, specifically a B‑LSTM model combined with the DRIMUX reputation measurement, to assess the credibility and veracity of information sources and to detect the dissemination of fake information, which places the work squarely in the fact‑checking and misinformation‑detection domain. The abstract reports experimental analyses on multiple datasets and highlights performance using accuracy, demonstrating that the study includes concrete evaluation metrics for truthfulness assessment. Consequently, the paper meets all required inclusion criteria for the systematic review.",prompt-CoT,"Yes

The paper is written in English and appears as a journal article in the International Journal of Intelligent Systems and Applications in Engineering, indicating a peer‑reviewed venue. It directly investigates automated machine‑learning techniques, specifically a B‑LSTM model combined with the DRIMUX reputation measurement, to assess the credibility and veracity of information sources and to detect the dissemination of fake information, which places the work squarely in the fact‑checking and misinformation‑detection domain. The abstract reports experimental analyses on multiple datasets and highlights performance using accuracy, demonstrating that the study includes concrete evaluation metrics for truthfulness assessment. Consequently, the paper meets all required inclusion criteria for the systematic review."
1813,Scopus,/Fake News Veracity Detection,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181485097&partnerID=40&md5=ad5eddef091643d49a23e15802a8e9d5,Enhancing Early Detection of Fake News on Social Media with a Dual-Branch Neural Network Model,Dwivedi S.M.; Wankhade S.B.,2024,Convolutional Neural Network; Dual-Branch Network; Early Detection; Fake News Detection; Generalized Mean Pooling; Semantic Relevance; Social Media; Text Features,,International Journal of Intelligent Systems and Applications in Engineering,,1.0,Article,"The widespread dissemination of fake news on social media has brought about the various degrees of negative impact on society. To address the issue of insufficient social context data in the early identification of erroneous information, we suggest a model that combines dual-branch network training. A max-pooling branch (MPB) and a generalised mean pooling branch (GPB) are the two main parts of this approach. While the GPB adds trainable pooling layers to capture the underlying semantic qualities of news articles, the MPB uses a convolutional neural network to extract text attributes from the articles. Additionally, every branch network evaluates the semantic importance of the news headline about the body text. Ultimately, judgements about the veracity of the news are based on the combined output of these two branch networks’ cooperative training. The experimental results show that the suggested model outperforms baseline models in evaluation metrics such as accuracy, recall, and F1-Score, with an astounding F1-score of 94.1%. © 2024, Ismail Saritas. All rights reserved.",Yes,"The paper is written in English and appears in the peer‑reviewed International Journal of Intelligent Systems and Applications in Engineering. It directly investigates an automated dual‑branch neural network that assesses the veracity of news articles, i.e., it performs truthfulness assessment within the context of fake‑news detection. The study reports standard evaluation metrics such as accuracy, recall, and F1‑score, demonstrating its contribution to measuring truthfulness in fact‑checking. Consequently, the paper satisfies all inclusion criteria for the systematic review.",prompt-CoT,"Yes

The paper is written in English and appears in the peer‑reviewed International Journal of Intelligent Systems and Applications in Engineering. It directly investigates an automated dual‑branch neural network that assesses the veracity of news articles, i.e., it performs truthfulness assessment within the context of fake‑news detection. The study reports standard evaluation metrics such as accuracy, recall, and F1‑score, demonstrating its contribution to measuring truthfulness in fact‑checking. Consequently, the paper satisfies all inclusion criteria for the systematic review."
1833,Scopus,/Information Trustworthiness Assessment,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204356162&partnerID=40&md5=61388b6cd0bbaf7152e4297560fd736d,Fine-Grained Language-based Reliability Detection in Spanish New with Fine-Tuned Llama-3 Model,Ibrahim M.,2024,Llama3; LoRA; PEFT; Reliability Detection; Text Classification,,CEUR Workshop Proceedings,,0.0,Conference paper,"In today’s digital media landscape, it’s essential to evaluate the credibility of news language. Analyzing certain parts of a news article enhances the assessment of its linguistic trustworthiness. This method strengthens the ability to identify deceptive news and improves the comprehension of news content. Large language models’ latest advancements offer a more effective solution to the news reliability classification problem. For Spanish news reliability classification, this paper suggests fine-tuning the 8B-parameter Llama 3 model recently launched by Meta GenAI. In the IberLEF 2024 - Flares subtask 2, the proposed method ranked second for Spanish news reliability classification with a Macro F1 score of 0.59658. © 2024 Copyright for this paper by its authors.",Yes,"The paper titled ""Fine-Grained Language-based Reliability Detection in Spanish New with Fine-Tuned Llama-3 Model"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it appears in CEUR Workshop Proceedings, a peer‑reviewed venue, indicating that it is a legitimate publication type. The paper directly investigates automated techniques for assessing the reliability (truthfulness) of Spanish news articles, which is a core component of fact‑checking and misinformation detection. Furthermore, the study reports evaluation results using a standard metric (Macro F1) on a recognized benchmark (IberLEF 2024 – Flares subtask 2), thereby providing concrete metrics for truthfulness assessment. Overall, the paper makes a relevant technical contribution to the evaluation of claim veracity in the fact‑checking domain.",prompt-CoT,"Yes

The paper titled ""Fine-Grained Language-based Reliability Detection in Spanish New with Fine-Tuned Llama-3 Model"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it appears in CEUR Workshop Proceedings, a peer‑reviewed venue, indicating that it is a legitimate publication type. The paper directly investigates automated techniques for assessing the reliability (truthfulness) of Spanish news articles, which is a core component of fact‑checking and misinformation detection. Furthermore, the study reports evaluation results using a standard metric (Macro F1) on a recognized benchmark (IberLEF 2024 – Flares subtask 2), thereby providing concrete metrics for truthfulness assessment. Overall, the paper makes a relevant technical contribution to the evaluation of claim veracity in the fact‑checking domain."
1834,Scopus,/Information Trustworthiness Detection,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195920837&partnerID=40&md5=246c079f050a171fb597c502bd5ddb41,Using Persuasive Writing Strategies to Explain and Detect Health Misinformation,Kamali D.; Romain J.; Liu H.; Peng W.; Meng J.; Kordjamshidi P.,2024,Explainable AI; Large Language Model; Misinformation Detection; Persuasive Writing Strategy,,"2024 Joint International Conference on Computational Linguistics, Language Resources and Evaluation, LREC-COLING 2024 - Main Conference Proceedings",,0.0,Conference paper,"Nowadays, the spread of misinformation is a prominent problem in society. Our research focuses on aiding the automatic identification of misinformation by analyzing the persuasive strategies employed in textual documents. We introduce a novel annotation scheme encompassing common persuasive writing tactics to achieve our objective. Additionally, we provide a dataset on health misinformation, thoroughly annotated by experts utilizing our proposed scheme. Our contribution includes proposing a new task of annotating pieces of text with their persuasive writing strategy types. We evaluate fine-tuning and prompt-engineering techniques with pre-trained language models of the BERT family and the generative large language models of the GPT family using persuasive strategies as an additional source of information. We evaluate the effects of employing persuasive strategies as intermediate labels in the context of misinformation detection. Our results show that those strategies enhance accuracy and improve the explainability of misinformation detection models. The persuasive strategies can serve as valuable insights and explanations, enabling other models or even humans to make more informed decisions regarding the trustworthiness of the information. © 2024 ELRA Language Resource Association: CC BY-NC 4.0.",Yes,"The paper titled ""Using Persuasive Writing Strategies to Explain and Detect Health Misinformation"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it appears in the main conference proceedings of LREC‑COLING 2024, a peer‑reviewed venue, indicating that it is a legitimate publication type. The paper directly investigates automated techniques for assessing the truthfulness of health‑related claims by detecting misinformation and providing explanations based on persuasive writing strategies, thereby linking truthfulness assessment to fact‑checking and misinformation detection. Moreover, the study reports evaluation results using accuracy (and discusses improvements in explainability), fulfilling the requirement for inclusion of evaluation metrics. Overall, the paper provides a relevant technical contribution to truthfulness assessment in fact‑checking.",prompt-CoT,"Yes

The paper titled ""Using Persuasive Writing Strategies to Explain and Detect Health Misinformation"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it appears in the main conference proceedings of LREC‑COLING 2024, a peer‑reviewed venue, indicating that it is a legitimate publication type. The paper directly investigates automated techniques for assessing the truthfulness of health‑related claims by detecting misinformation and providing explanations based on persuasive writing strategies, thereby linking truthfulness assessment to fact‑checking and misinformation detection. Moreover, the study reports evaluation results using accuracy (and discusses improvements in explainability), fulfilling the requirement for inclusion of evaluation metrics. Overall, the paper provides a relevant technical contribution to truthfulness assessment in fact‑checking."
1847,Scopus,/Misinformation Authenticity Detection,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204284900&partnerID=40&md5=1f910e7ab3e4f8d9c7d1f9fbcdfe303c,Speech-Forensics: Towards Comprehensive Synthetic Speech Dataset Establishment and Analysis,Ji Z.; Lin C.; Wang H.; Shen C.,2024,,,IJCAI International Joint Conference on Artificial Intelligence,,0.0,Conference paper,"Detecting synthetic from real speech is increasingly crucial due to the risks of misinformation and identity impersonation. While various datasets for synthetic speech analysis have been developed, they often focus on specific areas, limiting their utility for comprehensive research. To fill this gap, we propose the Speech-Forensics dataset by extensively covering authentic, synthetic, and partially forged speech samples that include multiple segments synthesized by different high-quality algorithms. Moreover, we propose a TEmporal Speech LocalizaTion network, called TEST, aiming at simultaneously performing authenticity detection, multiple fake segments localization, and synthesis algorithms recognition, without any complex post-processing. TEST effectively integrates LSTM and Transformer to extract more powerful temporal speech representations and utilizes dense prediction on multi-scale pyramid features to estimate the synthetic spans. Our model achieves an average mAP of 83.55% and an EER of 5.25% at the utterance level. At the segment level, it attains an EER of 1.07% and a 92.19% F1 score. These results highlight the model's robust capability for a comprehensive analysis of synthetic speech, offering a promising avenue for future research and practical applications in this field. © 2024 International Joint Conferences on Artificial Intelligence. All rights reserved.",Yes,"The paper titled ""Speech-Forensics: Towards Comprehensive Synthetic Speech Dataset Establishment and Analysis"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer‑reviewed conference proceeding, indicating that it is a legitimate publication type. The paper directly investigates automated techniques for assessing the authenticity (truthfulness) of speech in the context of misinformation detection, proposing a dataset and a model that detect synthetic versus real audio, localize forged segments, and recognize synthesis algorithms. Furthermore, the study reports evaluation metrics such as mean average precision, equal error rate, and F1‑score, thereby contributing concrete performance measures for truthfulness assessment. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact‑checking.",prompt-CoT,"Yes

The paper titled ""Speech-Forensics: Towards Comprehensive Synthetic Speech Dataset Establishment and Analysis"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer‑reviewed conference proceeding, indicating that it is a legitimate publication type. The paper directly investigates automated techniques for assessing the authenticity (truthfulness) of speech in the context of misinformation detection, proposing a dataset and a model that detect synthetic versus real audio, localize forged segments, and recognize synthesis algorithms. Furthermore, the study reports evaluation metrics such as mean average precision, equal error rate, and F1‑score, thereby contributing concrete performance measures for truthfulness assessment. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact‑checking."
1848,Scopus,/Misinformation Veracity Detection,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205319651&partnerID=40&md5=3f96f6f9c39340c39676797e80e864bf,DELL: Generating Reactions and Explanations for LLM-Based Misinformation Detection,Wan H.; Feng S.; Tan Z.; Wang H.; Tsvetkov Y.; Luo M.,2024,,,Proceedings of the Annual Meeting of the Association for Computational Linguistics,,1.0,Conference paper,"Large language models are limited by challenges in factuality and hallucinations to be directly employed off-the-shelf for judging the veracity of news articles, where factual accuracy is paramount. In this work, we propose DELL that identifies three key stages in misinformation detection where LLMs could be incorporated as part of the pipeline: 1) LLMs could generate news reactions to represent diverse perspectives and simulate user-news interaction networks; 2) LLMs could generate explanations for proxy tasks (e.g., sentiment, stance) to enrich the contexts of news articles and produce experts specializing in various aspects of news understanding; 3) LLMs could merge task-specific experts and provide an overall prediction by incorporating the predictions and confidence scores of varying experts. Extensive experiments on seven datasets with three LLMs demonstrate that DELL outperforms state-of-the-art baselines by up to 16.8% in macro f1-score. Further analysis reveals that the generated reactions and explanations are greatly helpful in misinformation detection, while our proposed LLM-guided merging helps produce better-calibrated predictions. © 2024 Association for Computational Linguistics.",Yes,"The paper titled ""DELL: Generating Reactions and Explanations for LLM-Based Misinformation Detection"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer‑reviewed conference proceeding published in the Proceedings of the Annual Meeting of the Association for Computational Linguistics, indicating that it is a legitimate publication type. The paper directly investigates automated techniques for assessing truthfulness by proposing a pipeline that uses large language models to generate reactions, explanations, and expert predictions for misinformation detection, which is explicitly framed as a fact‑checking task. Furthermore, the study reports evaluation results using macro F1‑score (and mentions improvements over baselines), providing clear metrics for truthfulness assessment. Overall, the paper provides a relevant technical contribution to the evaluation of claim veracity in fact‑checking.",prompt-CoT,"Yes

The paper titled ""DELL: Generating Reactions and Explanations for LLM-Based Misinformation Detection"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer‑reviewed conference proceeding published in the Proceedings of the Annual Meeting of the Association for Computational Linguistics, indicating that it is a legitimate publication type. The paper directly investigates automated techniques for assessing truthfulness by proposing a pipeline that uses large language models to generate reactions, explanations, and expert predictions for misinformation detection, which is explicitly framed as a fact‑checking task. Furthermore, the study reports evaluation results using macro F1‑score (and mentions improvements over baselines), providing clear metrics for truthfulness assessment. Overall, the paper provides a relevant technical contribution to the evaluation of claim veracity in fact‑checking."
1849,Scopus,/Rumour Truthfulness Detection,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188688869&partnerID=40&md5=a6815b19acfabba99d19c7669e3a1282,CMA-R: Causal Mediation Analysis for Explaining Rumour Detection,Tian L.; Zhang X.; Lau J.H.,2024,,,"EACL 2024 - 18th Conference of the European Chapter of the Association for Computational Linguistics, Findings of EACL 2024",,0.0,Conference paper,"We apply causal mediation analysis to explain the decision-making process of neural models for rumour detection on Twitter. Interventions at the input and network level reveal the causal impacts of tweets and words in the model output. We find that our approach CMA-R – Causal Mediation Analysis for Rumour detection – identifies salient tweets that explain model predictions and show strong agreement with human judgements for critical tweets determining the truthfulness of stories. CMA-R can further highlight causally impactful words in the salient tweets, providing another layer of interpretability and transparency into these blackbox rumour detection systems. Code is available at: https://github.com/ltian678/cma-r. © 2024 Association for Computational Linguistics.",Yes,"The paper titled ""CMA-R: Causal Mediation Analysis for Explaining Rumour Detection"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer‑reviewed conference proceeding (Findings of EACL 2024), indicating that it is a legitimate publication type. The paper directly investigates an automated technique—causal mediation analysis—to explain and thereby assess the truthfulness of stories in the context of rumour detection, a core misinformation‑detection task. Moreover, the study reports agreement with human judgements for critical tweets that determine story truthfulness, providing quantitative evaluation of the truthfulness assessment. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact‑checking.",prompt-CoT,"Yes

The paper titled ""CMA-R: Causal Mediation Analysis for Explaining Rumour Detection"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer‑reviewed conference proceeding (Findings of EACL 2024), indicating that it is a legitimate publication type. The paper directly investigates an automated technique—causal mediation analysis—to explain and thereby assess the truthfulness of stories in the context of rumour detection, a core misinformation‑detection task. Moreover, the study reports agreement with human judgements for critical tweets that determine story truthfulness, providing quantitative evaluation of the truthfulness assessment. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact‑checking."
3112,Scopus,/Claim Veracity Detection,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166935594&partnerID=40&md5=9a983f1cb7192cb9679ff4f4405970d8,"Trust me, I am an Expert: Predicting the Credibility of Experts for Statements",Nilles M.; Dumani L.; Metzler B.; Schenkel R.,2023,Argumentation; Claim Validation; Expert Validation; Fake News,,CEUR Workshop Proceedings,,1.0,Conference paper,"Nowadays, information on any topic can be researched on the Internet. However, in addition to reputable news sources, there is also a great deal of fake news that is disseminated, e.g., via social media or in established newspapers. Thus, the veracity must be assessed for each piece of information. People, parties, and organizations want to push through their interests and sometimes do not hesitate to spread fake news. For some time now, one popular means has been to quote (supposed) experts in a field. For example, —due to his authority— Albert Einstein is often quoted by believers in God although he was primarily concerned with physics while his quotes on God are taken out of context. In this paper, we define a new task of expert suitability prediction and evaluate methods to assess the credibility of a person with reference to a statement and its context and compare it to state-of-the-art approaches applying transformer-based embeddings. In an R4 cycle in CBR this approach could be used for the ranking. In this pilot study, we restrict our experiments to researchers, which allows us to derive their expertise from their publications. Furthermore, we make a manually labeled dataset consisting of 1,700 (statement,expert) pairs where suitable experts were tediously searched out together with valuable context information (such as convincing text parts of the experts’ contexts towards a statement) publicly available to stimulate further research in this very important, but up to now underrepresented area of fake news detection. © 2023 CEUR-WS. All rights reserved.",Yes,"The paper titled ""Trust me, I am an Expert: Predicting the Credibility of Experts for Statements"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it appears in CEUR Workshop Proceedings, a peer‑reviewed venue for conference and workshop articles, indicating that it is a legitimate publication type. The paper directly investigates a novel, automated approach for assessing the credibility of experts in relation to specific statements, positioning this work within the broader context of fake‑news detection and fact‑checking. Moreover, the study defines a new task (expert suitability prediction), provides a manually labeled dataset, and evaluates transformer‑based methods against state‑of‑the‑art baselines, thereby contributing both a conceptual framework for truthfulness assessment and empirical evaluation metrics relevant to fact‑checking. Overall, the paper offers a relevant contribution to the field of truthfulness assessment in fact‑checking.",prompt-CoT,"Yes

The paper titled ""Trust me, I am an Expert: Predicting the Credibility of Experts for Statements"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it appears in CEUR Workshop Proceedings, a peer‑reviewed venue for conference and workshop articles, indicating that it is a legitimate publication type. The paper directly investigates a novel, automated approach for assessing the credibility of experts in relation to specific statements, positioning this work within the broader context of fake‑news detection and fact‑checking. Moreover, the study defines a new task (expert suitability prediction), provides a manually labeled dataset, and evaluates transformer‑based methods against state‑of‑the‑art baselines, thereby contributing both a conceptual framework for truthfulness assessment and empirical evaluation metrics relevant to fact‑checking. Overall, the paper offers a relevant contribution to the field of truthfulness assessment in fact‑checking."
3114,Scopus,/Claim Veracity Detection,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175608079&partnerID=40&md5=df20d521f591ffc370751193d98062f1,Overview of the CLEF-2023 CheckThat! Lab Task 4 on Factuality of Reporting of News Media,Nakov P.; Alam F.; Da San Martino G.; Hasanain M.; Azizov D.; Nandi R.N.; Panayot P.,2023,factuality; news media; veracity,,CEUR Workshop Proceedings,,0.0,Conference paper,"We present an overview of the CLEF-2023 CheckThat! lab Task 4, which focused on predicting the factuality of reporting of entire news outlets. This is a different level of granularity compared to previous efforts, which focused on fact-checking, where the target is a claim, or fake news detection, where the target is an article. We briefly summarize the participating systems and discuss the dataset, the task, and the evaluation setup. The task attracted a large number of registrations, and eventually five teams made submissions. All participants improved over the baseline by a margin using both deep learning and traditional machine learning approaches. We make the dataset and the associate code freely available to the research community with the aim to promote further research on this problem. © 2023 Copyright for this paper by its authors.",Yes,"The paper titled “Overview of the CLEF-2023 CheckThat! Lab Task 4 on Factuality of Reporting of News Media” should be included in the systematic review because it meets all the inclusion criteria. It is written in English and appears in the CEUR Workshop Proceedings, a peer‑reviewed venue. The work focuses explicitly on assessing the factuality (truthfulness) of news media outlets, which is a form of truthfulness assessment within the fact‑checking domain. It describes a shared‑task that evaluates automated systems for this purpose, provides the dataset, task definition, and the evaluation setup, and reports performance using standard metrics such as accuracy and improvements over a baseline. Consequently, the paper contributes a concrete evaluation framework for truthfulness assessment in fact‑checking.",prompt-CoT,"Yes
The paper titled “Overview of the CLEF-2023 CheckThat! Lab Task 4 on Factuality of Reporting of News Media” should be included in the systematic review because it meets all the inclusion criteria. It is written in English and appears in the CEUR Workshop Proceedings, a peer‑reviewed venue. The work focuses explicitly on assessing the factuality (truthfulness) of news media outlets, which is a form of truthfulness assessment within the fact‑checking domain. It describes a shared‑task that evaluates automated systems for this purpose, provides the dataset, task definition, and the evaluation setup, and reports performance using standard metrics such as accuracy and improvements over a baseline. Consequently, the paper contributes a concrete evaluation framework for truthfulness assessment in fact‑checking."
3115,Scopus,/Claim Veracity Evaluation,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174602829&partnerID=40&md5=9c69eb3895b617730e36a0df8093e815,Enhancing Information Retrieval in Fact Extraction and Verification,Guzman-Olivares D.; Quijano-Sanchez L.; Liberatore F.,2023,,,"FEVER 2023 - 6th Fact Extraction and VERification Workshop, Proceedings",,4.0,Conference paper,"Modern fact verification systems have distanced themselves from the black box paradigm by providing the evidence used to infer their veracity judgments. Hence, evidence-backed fact verification systems’ performance heavily depends on the capabilities of their retrieval component to identify these facts. A popular evaluation benchmark for these systems is the FEVER task, which consists of determining the veracity of short claims using sentences extracted from Wikipedia. In this paper, we present a novel approach to the the retrieval steps of the FEVER task leveraging the graph structure of Wikipedia. The retrieval models surpass state of the art results at both sentence and document level. Additionally, we show that by feeding our retrieved evidence to the best-performing textual entailment model, we set a new state of the art in the FEVER competition. © 2023 Association for Computational Linguistics.",Yes,"The paper titled “Enhancing Information Retrieval in Fact Extraction and Verification” should be included in the systematic review because it meets all the inclusion criteria. It is written in English and appears in the peer‑reviewed proceedings of the FEVER 2023 workshop. The work directly addresses fact‑checking by improving the retrieval component that supplies evidence for veracity judgments in the FEVER benchmark, thereby contributing to automated truthfulness assessment. The study reports performance improvements using standard evaluation metrics (e.g., state‑of‑the‑art results at sentence and document level and a new state‑of‑the‑art score for the overall verification task), providing quantitative evidence of its impact on truthfulness evaluation. Consequently, the paper offers a relevant technical contribution to truthfulness assessment in fact‑checking.",prompt-CoT,"Yes

The paper titled “Enhancing Information Retrieval in Fact Extraction and Verification” should be included in the systematic review because it meets all the inclusion criteria. It is written in English and appears in the peer‑reviewed proceedings of the FEVER 2023 workshop. The work directly addresses fact‑checking by improving the retrieval component that supplies evidence for veracity judgments in the FEVER benchmark, thereby contributing to automated truthfulness assessment. The study reports performance improvements using standard evaluation metrics (e.g., state‑of‑the‑art results at sentence and document level and a new state‑of‑the‑art score for the overall verification task), providing quantitative evidence of its impact on truthfulness evaluation. Consequently, the paper offers a relevant technical contribution to truthfulness assessment in fact‑checking."
