id,source,query,doi,url,title,author,year,keywords,series,venue,location,citations_number,paper_type,abstract,model_answer,model_explanation,version,raw_llm_output
1800,Scopus,/Evidence Veracity Metric,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214722219&partnerID=40&md5=a9fdef87ee2e82d65f53e8bfae3c1216,Denoising Rationalization for Multi-hop Fact Verification via Multi-granular Explainer,Si J.; Zhu Y.; Lu W.; Zhou D.,2024,,,"EMNLP 2024 - 2024 Conference on Empirical Methods in Natural Language Processing, Findings of EMNLP 2024",,0.0,Conference paper,"The success of deep learning models on multi-hop fact verification has prompted researchers to understand the behavior behind their veracity. One feasible way is erasure search: obtaining the rationale by entirely removing a subset of input without compromising verification accuracy. Despite extensive exploration, current rationalization methods struggle to discern nuanced composition within the correlated evidence, which inevitably leads to noise rationalization in multi-hop scenarios. To address this issue, this paper proposes the consistent multi-granular rationale extraction method, aiming to realize the denoising rationalization for multi-hop fact verification. Specifically, given a pretrained veracity prediction model, two independent external explainers are introduced and trained collaboratively to enhance the discriminating ability by imposing varied constraints. Meanwhile, three key properties (Fidelity, Consistency, Salience) are introduced to regularize the denoising and faithful rationalization process. Additionally, a new Noiselessness metric is proposed to measure the purity of the rationales. Experimental results on three multi-hop fact verification datasets show that the proposed approach outperforms 12 baselines. © 2024 Association for Computational Linguistics.",Yes,"The paper titled ""Denoising Rationalization for Multi-hop Fact Verification via Multi-granular Explainer"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer‑reviewed conference proceeding (Findings of EMNLP 2024), indicating that it is a legitimate publication type. The paper directly investigates automated techniques for assessing claim veracity in the context of multi‑hop fact verification, a core task of fact‑checking. Moreover, the study introduces and evaluates several metrics—including Fidelity, Consistency, Salience, and a novel Noiselessness metric—to measure the quality of rationales and the purity of explanations, thereby providing concrete evaluation criteria for truthfulness assessment. Overall, the paper offers a relevant methodological contribution to truthfulness assessment in fact‑checking.",prompt-CoT,"Yes

The paper titled ""Denoising Rationalization for Multi-hop Fact Verification via Multi-granular Explainer"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer‑reviewed conference proceeding (Findings of EMNLP 2024), indicating that it is a legitimate publication type. The paper directly investigates automated techniques for assessing claim veracity in the context of multi‑hop fact verification, a core task of fact‑checking. Moreover, the study introduces and evaluates several metrics—including Fidelity, Consistency, Salience, and a novel Noiselessness metric—to measure the quality of rationales and the purity of explanations, thereby providing concrete evaluation criteria for truthfulness assessment. Overall, the paper offers a relevant methodological contribution to truthfulness assessment in fact‑checking."
4345,ACM,Claim Trustworthiness Detection,10.1145/3428757.3429107,https://doi.org/10.1145/3428757.3429107,ReSCo-CC: Unsupervised Identification of Key Disinformation Sentences,"Ghosal, Soumya Suvra and P, Deepak and Jurek-Loughrey, Anna",2021,"Core Disinformation, Fake News Detection, Health Fake News",iiWAS '20,Proceedings of the 22nd International Conference on Information Integration and Web-Based Applications \&amp; Services,"Chiang Mai, Thailand",0.0,,"Disinformation is often presented in long textual articles, especially when it relates to domains such as health, often seen in relation to COVID-19. These articles are typically observed to have a number of trustworthy sentences among which core disinformation sentences are scattered. In this paper, we propose a novel unsupervised task of identifying sentences containing key disinformation within a document that is known to be untrustworthy. We design a three-phase statistical NLP solution for the task which starts with embedding sentences within a bespoke feature space designed for the task. Sentences represented using those features are then clustered, following which the key sentences are identified through proximity scoring. We also curate a new dataset with sentence level disinformation scorings to aid evaluation for this task; the dataset is being made publicly available to facilitate further research. Based on a comprehensive empirical evaluation against techniques from related tasks such as claim detection and summarization, as well as against simplified variants of our proposed approach, we illustrate that our method is able to identify core disinformation effectively.",Yes,"The paper titled ""ReSCo-CC: Unsupervised Identification of Key Disinformation Sentences"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer‑reviewed conference proceeding, indicating that it is a legitimate publication type. The paper directly investigates an unsupervised technique for identifying sentences that contain core disinformation within documents known to be untrustworthy, thereby addressing truthfulness assessment in the context of fact‑checking and misinformation detection. Moreover, the study presents a three‑phase statistical NLP solution—a clear methodological framework—and reports a comprehensive empirical evaluation of the approach, demonstrating its effectiveness in detecting disinformation. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact‑checking.",prompt-CoT,"Yes

The paper titled ""ReSCo-CC: Unsupervised Identification of Key Disinformation Sentences"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer‑reviewed conference proceeding, indicating that it is a legitimate publication type. The paper directly investigates an unsupervised technique for identifying sentences that contain core disinformation within documents known to be untrustworthy, thereby addressing truthfulness assessment in the context of fact‑checking and misinformation detection. Moreover, the study presents a three‑phase statistical NLP solution—a clear methodological framework—and reports a comprehensive empirical evaluation of the approach, demonstrating its effectiveness in detecting disinformation. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact‑checking."
2424,Scopus,/Fake News Truthfulness Debunking,10.1016/j.ins.2023.119446,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172453434&doi=10.1016%2fj.ins.2023.119446&partnerID=40&md5=c72e2c39edeec427b4479d17e4a75a05,Similarity-Aware Multimodal Prompt Learning for fake news detection,Jiang Y.; Yu X.; Wang Y.; Xu X.; Song X.; Maynard D.,2023,Fake news detection; Few-shot learning; Multimodal fusing; Prompt learning,,Information Sciences,,9.0,Article,"The standard paradigm for fake news detection relies on utilizing text information to model the truthfulness of news. However, the subtle nature of online fake news makes it challenging to solely rely on textual information for debunking. Recent studies that focus on multimodal fake news detection have demonstrated superior performance compared with text-only methods, thereby establishing a new paradigm for detecting fake news. However, this paradigm may require a large number of training instances or updating the entire set of pre-trained model parameters. Furthermore, existing multimodal approaches typically integrate cross-modal features without considering the potential introduction of noise from unrelated semantic representations. To address these issues, this paper proposes the Similarity-Aware Multimodal Prompt Learning (SAMPLE) framework. Incorporating prompt learning into multimodal fake news detection, we used three prompt templates with a soft verbalizer to detect fake news. Moreover, we introduced a similarity-aware fusing method, which adaptively fuses the intensity of multimodal representation so as to mitigate noise injection from uncorrelated cross-modal features. Evaluation results show that SAMPLE outperformed previous work, achieving higher F1 and accuracy scores on two multimodal benchmark datasets, demonstrating its feasibility in real-world scenarios, regardless of data-rich or few-shot settings. © 2023 Elsevier Inc.",Yes,"The paper titled ""Similarity-Aware Multimodal Prompt Learning for fake news detection"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer‑reviewed journal article published in *Information Sciences*, indicating that it is a legitimate publication type. The paper directly investigates an automated, multimodal approach for assessing the truthfulness of news claims in the context of misinformation detection, employing prompt learning and a similarity‑aware fusion method. Moreover, the study reports evaluation metrics such as F1‑score and accuracy on benchmark datasets, providing quantitative evidence of its performance. Overall, the paper makes a relevant technical contribution to truthfulness assessment in fact‑checking.",prompt-CoT,"Yes

The paper titled ""Similarity-Aware Multimodal Prompt Learning for fake news detection"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer‑reviewed journal article published in *Information Sciences*, indicating that it is a legitimate publication type. The paper directly investigates an automated, multimodal approach for assessing the truthfulness of news claims in the context of misinformation detection, employing prompt learning and a similarity‑aware fusion method. Moreover, the study reports evaluation metrics such as F1‑score and accuracy on benchmark datasets, providing quantitative evidence of its performance. Overall, the paper makes a relevant technical contribution to truthfulness assessment in fact‑checking."
2615,Scopus,/Information Authenticity Detection,10.1109/CCNC51644.2023.10059841,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150608981&doi=10.1109%2fCCNC51644.2023.10059841&partnerID=40&md5=8edff10ee96ffd5f20b7e207f86452ea,MobiDeep: Mobile DeepFake Detection through Machine Learning-based Corneal-Specular Backscattering,Mohzary M.; Almalki K.J.; Choi B.-Y.; Song S.,2023,Corneal-Specular Backscattering; DeepFake,,"Proceedings - IEEE Consumer Communications and Networking Conference, CCNC",,0.0,Conference paper,"DeepFake has accomplished notable advancement with the AI-leveraged production and manipulation techniques of fictitious human facial images. Despite many benign and fun applications, the generated fake images can negatively influence the authenticity of online information by originating deception, manipulation, persecution, and seduction, defying societal quality and human rights, which becomes critical security and privacy threat in social networks. Hence, real-time DeepFake detection and limitation technologies on the mobile platform are essential to building a controlled, harmless DeepFake ecosystem. This paper presents a real-time, cloudless, lightweight mobile app for human visual DeepFake detection using machine learning technologies named MobiDeep (Mobile DeepFake Detection through Machine Learning-based Corneal-Specular Backseat-tering). MobiDeep stems from a hypothesis that the existing DeepFake creation methods, including replacement, editing, and synthesis, lack the ensemble with the reflective objects. Focusing on the most reflective area of a human face, corneal-specular backscatter images of eyes, we seek the similarity and consistency with multiple surrounding environment features, including color components, shapes, and textures. We have implemented a cross-platform mobile application to evaluate the performance using various input parameters and lightweight Deep Neural Network (DNN) architectures. The empirical results show that MobiDeep achieves high accuracy (98.7%) and rapid detection speed (less than 200 ms) in detecting sophisticated DeepFake images within a subsecond.  © 2023 IEEE.",Yes,"The paper titled “MobiDeep: Mobile DeepFake Detection through Machine Learning-based Corneal‑Specular Backscattering” should be included in the systematic review because it meets all the inclusion criteria. It is written in English and appears as a peer‑reviewed conference proceeding (IEEE Consumer Communications and Networking Conference). The work directly investigates an automated technique for assessing the veracity of visual content by detecting DeepFake images, which is a form of misinformation detection relevant to fact‑checking. The study reports evaluation metrics such as accuracy (98.7 %) and detection speed, thereby providing quantitative assessment of truthfulness. Consequently, the paper offers a relevant technical contribution to truthfulness assessment in the fact‑checking domain.",prompt-CoT,"Yes

The paper titled “MobiDeep: Mobile DeepFake Detection through Machine Learning-based Corneal‑Specular Backscattering” should be included in the systematic review because it meets all the inclusion criteria. It is written in English and appears as a peer‑reviewed conference proceeding (IEEE Consumer Communications and Networking Conference). The work directly investigates an automated technique for assessing the veracity of visual content by detecting DeepFake images, which is a form of misinformation detection relevant to fact‑checking. The study reports evaluation metrics such as accuracy (98.7 %) and detection speed, thereby providing quantitative assessment of truthfulness. Consequently, the paper offers a relevant technical contribution to truthfulness assessment in the fact‑checking domain."
906,Scopus,/Fake News Truthfulness Detection,10.1007/s11257-024-09413-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199987525&doi=10.1007%2fs11257-024-09413-1&partnerID=40&md5=13b7e5a856e013368e7e358f90ee83ef,A deep neural network approach for fake news detection using linguistic and psychological features,Arunthavachelvan K.; Raza S.; Ding C.,2024,Deep neural network; Fake news classification; Linguistic features; Multilayer-perceptron model; Psychological features,,User Modeling and User-Adapted Interaction,,1.0,Article,"With the prominence of online social networks, news has become more accessible to a global audience. However, in the meantime, it has become increasingly difficult for individuals to differentiate between real and fake news. To reduce the spread of fake news, researchers have developed different classification models to identify fake news. In this paper, we propose a fake news detection system using a multilayer perceptron (MLP) model, which leverages linguistic and psychological features to determine the truthfulness of a news article. The model uses different features from the article’s text content to detect fake news. In the experiment, we utilize a public dataset from the FakeNewsNet repository consisting of real and fake news articles collected from PolitiFact and BuzzFeed. We perform a meta-analysis to compare our model’s performance with existing classification models using the same feature sets and evaluate the performance using the metrics such as prediction accuracy and F1 score. Overall, our classification model produces better results than existing baseline models, by achieving an accuracy and F1 score above 90 % and performs 3% better than the best performing baseline method. The inclusion of linguistic and psychological features with a deep neural network allows our model to consistently and accurately classify fake news with ever-changing forms of news events. © The Author(s), under exclusive licence to Springer Nature B.V. 2024.",Yes,"The paper titled ""A deep neural network approach for fake news detection using linguistic and psychological features"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer‑reviewed journal article published in *User Modeling and User‑Adapted Interaction*, indicating that it is a legitimate publication type. The paper directly investigates an automated deep‑neural‑network technique (a multilayer perceptron) for assessing the truthfulness of news articles in the context of misinformation detection, explicitly framing the task as determining whether a news article is real or fake. Furthermore, the study evaluates its approach using standard performance metrics such as prediction accuracy and F1‑score, thereby providing quantitative assessment of truthfulness. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact‑checking.",prompt-CoT,"Yes

The paper titled ""A deep neural network approach for fake news detection using linguistic and psychological features"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer‑reviewed journal article published in *User Modeling and User‑Adapted Interaction*, indicating that it is a legitimate publication type. The paper directly investigates an automated deep‑neural‑network technique (a multilayer perceptron) for assessing the truthfulness of news articles in the context of misinformation detection, explicitly framing the task as determining whether a news article is real or fake. Furthermore, the study evaluates its approach using standard performance metrics such as prediction accuracy and F1‑score, thereby providing quantitative assessment of truthfulness. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact‑checking."
4355,ACM,Claim Veracity Detection1,10.1145/3459637.3482440,https://doi.org/10.1145/3459637.3482440,Integrating Pattern- and Fact-based Fake News Detection via Model Preference Learning,"Sheng, Qiang and Zhang, Xueyao and Cao, Juan and Zhong, Lei",2021,"fact-checking, fake news detection, graph neural networks, pattern mining, preference learning",CIKM '21,Proceedings of the 30th ACM International Conference on Information &amp; Knowledge Management,"Virtual Event, Queensland, Australia",0.0,,"To defend against fake news, researchers have developed various methods based on texts. These methods can be grouped as 1) pattern-based methods, which focus on shared patterns among fake news posts rather than the claim itself; and 2) fact-based methods, which retrieve from external sources to verify the claim's veracity without considering patterns. The two groups of methods, which have different preferences of textual clues, actually play complementary roles in detecting fake news. However, few works consider their integration. In this paper, we study the problem of integrating pattern- and fact-based models into one framework via modeling their preference differences, i.e., making the pattern- and fact-based models focus on respective preferred parts in a post and mitigate interference from non-preferred parts as possible. To this end, we build a Preference-aware Fake News Detection Framework (Pref-FEND), which learns the respective preferences of pattern- and fact-based models for joint detection. We first design a heterogeneous dynamic graph convolutional network to generate the respective preference maps, and then use these maps to guide the joint learning of pattern- and fact-based models for final prediction. Experiments on two real-world datasets show that Pref-FEND effectively captures model preferences and improves the performance of models based on patterns, facts, or both.",Yes,"The paper is written in English and appears in the peer‑reviewed Proceedings of the 30th ACM International Conference on Information & Knowledge Management. It directly investigates automated techniques for assessing the veracity of claims by integrating pattern‑based and fact‑based fake news detection methods, which is a core component of fact‑checking. The study introduces a Preference‑aware Fake News Detection Framework (Pref‑FEND), a conceptual framework that models the differing preferences of pattern‑ and fact‑based models, and reports experimental results on two real‑world datasets, implying the use of standard evaluation metrics (e.g., accuracy, F1). Consequently, the paper meets all inclusion criteria for the systematic review.",prompt-CoT,"Yes

The paper is written in English and appears in the peer‑reviewed Proceedings of the 30th ACM International Conference on Information & Knowledge Management. It directly investigates automated techniques for assessing the veracity of claims by integrating pattern‑based and fact‑based fake news detection methods, which is a core component of fact‑checking. The study introduces a Preference‑aware Fake News Detection Framework (Pref‑FEND), a conceptual framework that models the differing preferences of pattern‑ and fact‑based models, and reports experimental results on two real‑world datasets, implying the use of standard evaluation metrics (e.g., accuracy, F1). Consequently, the paper meets all inclusion criteria for the systematic review."
2544,Scopus,/Information Authenticity Detection,10.1109/CSET58993.2023.10346848,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182021215&doi=10.1109%2fCSET58993.2023.10346848&partnerID=40&md5=82d2c425c6554e432aff175473ace05c,The Detection of E-Commerce Manipulated Reviews Using GPT-4,Al Wahshat H.; Abu-Ulbeh W.; Yusoff M.H.; Zakaria M.D.; Amir Fazamin Wan Hamzah W.M.; Stenin N.P.,2023,AI Technology; E-Commerce; Electronic Commerce; GPT-4,,"2023 International Conference on Computer Science and Emerging Technologies, CSET 2023",,0.0,Conference paper,"In recent years, the exponential growth of e-commerce has transformed consumer purchasing behavior, with online reviews playing a crucial role in shaping buying decisions. Unfortunately, the prevalence of manipulated reviews has become a significant challenge, undermining the integrity of consumer feedback and eroding trust in e-commerce platforms. This research paper focuses on developing an advanced solution to address the issue of manipulated reviews using the innovative language model, GPT-4. The primary objective of this study is to investigate the effectiveness of GPT-4 in identifying and flagging manipulated reviews within the context of e-commerce platforms. GPT-4 is a state-of-the-art language model with superior natural language processing capabilities, making it an ideal candidate for automated review analysis. The research methodology encompasses a large-scale data collection process, where diverse e-commerce reviews are gathered from various platforms. To simulate real-world scenarios, manipulated reviews are artificially injected into the dataset, representing different degrees of sophistication. The dataset is then annotated by expert reviewers to establish ground truth labels for comparison. Next, GPT-4 is fine-tuned using transfer learning to specialize in detecting manipulated reviews. The fine-tuning process involves exposing the model to both genuine and manipulated review samples, allowing it to learn patterns and features indicative of manipulation. The fine-tuned model's performance is then evaluated using various metrics, including precision, recall, F1 score, and accuracy, against the ground truth dataset. The results of the experiment demonstrate the efficacy of GPT-4 in distinguishing between authentic and manipulated reviews. GPT-4 showcases remarkable accuracy and robustness in detecting increasingly sophisticated manipulation techniques, outperforming previous iterations of language models and traditional detection methods. Furthermore, the research delves into the characteristics of manipulated reviews that render them distinguishable from genuine reviews. These insights aid in understanding the vulnerabilities of e-commerce platforms to manipulation and offer valuable information for future research and platform enhancement efforts. The implications of this study are significant for e-commerce businesses, consumers, and platform administrators alike. By leveraging GPT-4's detection capabilities, e-commerce platforms can implement more robust review validation systems, ensuring the authenticity and reliability of consumer feedback. This, in turn, fosters greater trust among consumers, leading to informed purchasing decisions and improved overall user experience. In conclusion, this research paper contributes to the existing body of knowledge by showcasing the potential of GPT-4 in combatting manipulated reviews and strengthening the integrity of e-commerce platforms. With the rise of AI-driven technologies, the proposed approach presents a promising step towards a more transparent and trustworthy e-commerce ecosystem. © 2023 IEEE.",Yes,"The paper titled ""The Detection of E-Commerce Manipulated Reviews Using GPT-4"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer‑reviewed conference proceeding, indicating that it is a legitimate publication type. The paper directly investigates an automated technique for assessing the truthfulness of online reviews by detecting manipulated (i.e., deceptive) content, which aligns with misinformation detection in the fact‑checking domain. Furthermore, the study evaluates the proposed approach using standard metrics such as precision, recall, F1‑score, and accuracy, thereby providing a clear evaluation framework for truthfulness assessment. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact‑checking.",prompt-CoT,"Yes

The paper titled ""The Detection of E-Commerce Manipulated Reviews Using GPT-4"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer‑reviewed conference proceeding, indicating that it is a legitimate publication type. The paper directly investigates an automated technique for assessing the truthfulness of online reviews by detecting manipulated (i.e., deceptive) content, which aligns with misinformation detection in the fact‑checking domain. Furthermore, the study evaluates the proposed approach using standard metrics such as precision, recall, F1‑score, and accuracy, thereby providing a clear evaluation framework for truthfulness assessment. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact‑checking."
925,Scopus,/Fake News Veracity Detection,10.1109/TCSS.2024.3355300,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187277684&doi=10.1109%2fTCSS.2024.3355300&partnerID=40&md5=ab234381723b0620219ef5c76b56d4d0,MEFaND: A Multimodel Framework for Early Fake News Detection,Sormeily A.; Dadkhah S.; Zhang X.; Ghorbani A.A.,2024,Bidirectional encoder representations from transformers (BERTs); enhanced propagation graphs; fake news behavior; graph neural networks (GNNs); multimodal early fake news detection (MEFaND); social media user characteristics,,IEEE Transactions on Computational Social Systems,,3.0,Article,"Alongside social media platforms’ rise in popularity, fake news circulation has increased, highlighting the need for more practical methods to detect this phenomenon. The constantly evolving format of fake news makes it difficult for approaches that rely on a single modality of news to generalize the different types of false news. Furthermore, earlier approaches require extensive propagation data to determine the veracity of news, which can be challenging to collect in the early stages of news dissemination. Thus, we propose a multimodal early fake news detection approach that leverages latent insights into both news content and propagation knowledge. We design a multimodule architecture using graph neural networks (GNNs) to represent edge-enhanced and node-enhanced propagation graphs and bidirectional encoder representations from transformers (BERTs) to generate contextualized representations of news content. Our approach tackles the challenge of early detection in a more realistic scenario, accessing early propagation data in a single social media post and short-length news content. Moreover, we conduct comprehensive studies on user characteristics using statistical techniques to identify attributes with strong discriminative capability for identifying false news. We also analyze temporal and structural properties of fake news propagation graphs to demonstrate distinguishable patterns of false and real news behavior. Our model outperforms several state-of-the-art methods, achieving an impressive F1-score of 99% and 96% on two public datasets. The individual contribution of various components in our model to the final performance is also measured, which can be insightful for future research on multimodal false news detection. © 2024 IEEE.",Yes,"The paper titled ""MEFaND: A Multimodel Framework for Early Fake News Detection"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer‑reviewed journal article published in IEEE Transactions on Computational Social Systems, indicating that it is a legitimate publication type. The paper directly investigates an automated multimodal approach for assessing the veracity of news items in the context of misinformation detection, leveraging graph neural networks and transformer‑based text representations to predict whether a piece of news is false or true. Furthermore, the study reports evaluation metrics such as F1‑score (99% and 96% on two public datasets) and conducts component‑wise performance analyses, thereby providing quantitative measures for truthfulness assessment. Overall, the paper provides a relevant technical contribution to the field of truthfulness assessment in fact‑checking.",prompt-CoT,"Yes

The paper titled ""MEFaND: A Multimodel Framework for Early Fake News Detection"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer‑reviewed journal article published in IEEE Transactions on Computational Social Systems, indicating that it is a legitimate publication type. The paper directly investigates an automated multimodal approach for assessing the veracity of news items in the context of misinformation detection, leveraging graph neural networks and transformer‑based text representations to predict whether a piece of news is false or true. Furthermore, the study reports evaluation metrics such as F1‑score (99% and 96% on two public datasets) and conducts component‑wise performance analyses, thereby providing quantitative measures for truthfulness assessment. Overall, the paper provides a relevant technical contribution to the field of truthfulness assessment in fact‑checking."
6734,Scopus,/Information Trustworthiness Measurement,10.1016/j.jemermed.2019.06.043,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072522968&doi=10.1016%2fj.jemermed.2019.06.043&partnerID=40&md5=45ee53284b87c439a44cedf74f7836cd,"Quality, Trustworthiness, Readability, and Accuracy of Medical Information Regarding Common Pediatric Emergency Medicine-Related Complaints on the Web",Rothrock S.G.; Rothrock A.N.; Swetland S.B.; Pagane M.; Isaak S.A.; Romney J.; Chavez V.; Chavez S.H.,2019,abdomen pain; cough; fever; internet; parent; pediatric; vomiting,,Journal of Emergency Medicine,,28.0,Article,"Background: The Internet is a universal source of information for parents of children with acute complaints. Objectives: We sought to analyze information directed at parents regarding common acute pediatric complaints. Methods: Authors searched three search engines for four complaints (child + fever, vomiting, cough, stomach pain), assessing the first 20 results for each query. Readability was evaluated using: Flesch-Kincaid Grade Level, Gunning Fog, Simple Measure of Gobbledygook, and the Coleman-Liau Index. Two reviewers independently evaluated Journal of the American Medical Association (JAMA) Benchmark Criteria and National Library of Medicine (NLM) Trustworthy scores. Two physicians (emergency medicine/EM, pediatric EM) analyzed text accuracy (number correct divided by total number of facts). Disagreements were settled by a third physician. Accuracy was defined as ≥ 95% correct, readability as an 8th-grade reading level, high quality as at least three JAMA criteria, and trustworthiness as an NLM score ≥ 3. Accurate and inaccurate websites were compared using chi-squared analysis and Mann-Whitney U test. Results: Eighty-seven websites (60%) were accurate (k = 0.94). Sixty (42%) of 144 evaluable websites were readable, 38 (26%) had high-quality JAMA criteria (kappa/k = 0.68), and 44 (31%) had reliable NLM trustworthy scores (k = 0.66). Accurate websites were more frequently published by professional medical organizations (hospitals, academic societies, governments) compared with inaccurate websites (63% vs. 33%, p < 0.01). There was no association between accuracy and physician authorship, search rank, quality, trustworthiness, or readability. Conclusion: Many studied websites had inadequate accuracy, quality, trustworthiness, and readability. Measures should be taken to improve web-based information related to acute pediatric complaints. © 2019 The Authors",Yes,"The paper titled ""Quality, Trustworthiness, Readability, and Accuracy of Medical Information Regarding Common Pediatric Emergency Medicine-Related Complaints on the Web"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer‑reviewed journal article, indicating that it is a legitimate publication type. The paper directly investigates automated and human‑driven techniques for assessing the truthfulness of online medical information, evaluating accuracy, quality, and trustworthiness of websites in the context of misinformation detection for pediatric health concerns. Furthermore, the study includes concrete evaluation metrics such as accuracy percentages, JAMA Benchmark Criteria scores, National Library of Medicine trustworthiness scores, and readability indices (Flesch‑Kincaid, Gunning Fog, SMOG, Coleman‑Liau), thereby contributing both quantitative metrics and a methodological framework for evaluating truthfulness. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact‑checking.",prompt-CoT,"Yes
The paper titled ""Quality, Trustworthiness, Readability, and Accuracy of Medical Information Regarding Common Pediatric Emergency Medicine-Related Complaints on the Web"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer‑reviewed journal article, indicating that it is a legitimate publication type. The paper directly investigates automated and human‑driven techniques for assessing the truthfulness of online medical information, evaluating accuracy, quality, and trustworthiness of websites in the context of misinformation detection for pediatric health concerns. Furthermore, the study includes concrete evaluation metrics such as accuracy percentages, JAMA Benchmark Criteria scores, National Library of Medicine trustworthiness scores, and readability indices (Flesch‑Kincaid, Gunning Fog, SMOG, Coleman‑Liau), thereby contributing both quantitative metrics and a methodological framework for evaluating truthfulness. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact‑checking."
9713,Scopus,/Information Truthfulness Verification,10.3724/SP.J.1016.2013.01668,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883259813&doi=10.3724%2fSP.J.1016.2013.01668&partnerID=40&md5=900e3db1ab679cae76e4ece89927eac1,Fact statements verification based on semantic similarity,Wang T.; Zhu Q.; Wang S.,2013,Credibility ranking; Fact statements; Semantic similarity; Trustfulness determination,,Jisuanji Xuebao/Chinese Journal of Computers,,2.0,Article,"Untruthful fact statements mislead users and affect user experience. How to determine whether a fact statement is trustful is required. In this paper, we propose a method, called MFSV, to determine the truthfulness of a fact statement. MFSV is based on the features of fact statements. By collecting and analyzing information related to the fact statement whose truthfulness is needed to be determined, the semantic similarity between related information and the corresponding fact statement are computed. Considering popularity and importance of related information, the credibility ranking of related information is captured. Combining the credibility ranking and the corresponding semantic similarity, we measure the contributions of related information to the truthfulness determination of the fact statement and determine whether the fact statement is trustful or not. We run a set of experiments for evaluating MFSV and the results show the method is reasonable and the precision is higher.",Yes,"The paper titled ""Fact statements verification based on semantic similarity"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it appears in the Chinese Journal of Computers, a peer‑reviewed journal, indicating a legitimate publication type. The paper directly investigates a method for determining the truthfulness of fact statements, linking semantic similarity and credibility ranking to fact‑checking. Moreover, the study reports experimental results and provides the precision metric for evaluating the proposed approach, thereby offering a concrete evaluation framework for truthfulness assessment in fact‑checking. Overall, the paper makes a relevant technical contribution to the field of truthfulness assessment.",prompt-CoT,"Yes

The paper titled ""Fact statements verification based on semantic similarity"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it appears in the Chinese Journal of Computers, a peer‑reviewed journal, indicating a legitimate publication type. The paper directly investigates a method for determining the truthfulness of fact statements, linking semantic similarity and credibility ranking to fact‑checking. Moreover, the study reports experimental results and provides the precision metric for evaluating the proposed approach, thereby offering a concrete evaluation framework for truthfulness assessment in fact‑checking. Overall, the paper makes a relevant technical contribution to the field of truthfulness assessment."
